6.520000000000000284e+01,2.400000000000000000e+01
7.890000000000000568e+01,2.160000000000000142e+01
6.110000000000000142e+01,3.470000000000000284e+01
4.579999999999999716e+01,3.339999999999999858e+01
5.420000000000000284e+01,3.620000000000000284e+01
5.870000000000000284e+01,2.869999999999999929e+01
6.659999999999999432e+01,2.289999999999999858e+01
9.609999999999999432e+01,2.710000000000000142e+01
1.000000000000000000e+02,1.650000000000000000e+01
8.590000000000000568e+01,1.889999999999999858e+01
9.429999999999999716e+01,1.500000000000000000e+01
8.290000000000000568e+01,1.889999999999999858e+01
3.900000000000000000e+01,2.169999999999999929e+01
6.179999999999999716e+01,2.039999999999999858e+01
8.450000000000000000e+01,1.819999999999999929e+01
5.650000000000000000e+01,1.989999999999999858e+01
2.930000000000000071e+01,2.310000000000000142e+01
8.170000000000000284e+01,1.750000000000000000e+01
3.660000000000000142e+01,2.019999999999999929e+01
6.950000000000000000e+01,1.819999999999999929e+01
9.809999999999999432e+01,1.359999999999999964e+01
8.920000000000000284e+01,1.960000000000000142e+01
9.170000000000000284e+01,1.519999999999999929e+01
1.000000000000000000e+02,1.450000000000000000e+01
9.409999999999999432e+01,1.559999999999999964e+01
8.570000000000000284e+01,1.390000000000000036e+01
9.029999999999999716e+01,1.660000000000000142e+01
8.879999999999999716e+01,1.480000000000000071e+01
9.440000000000000568e+01,1.839999999999999858e+01
8.729999999999999716e+01,2.100000000000000000e+01
9.409999999999999432e+01,1.269999999999999929e+01
1.000000000000000000e+02,1.450000000000000000e+01
8.200000000000000000e+01,1.319999999999999929e+01
9.500000000000000000e+01,1.309999999999999964e+01
9.690000000000000568e+01,1.350000000000000000e+01
6.820000000000000284e+01,1.889999999999999858e+01
6.139999999999999858e+01,2.000000000000000000e+01
4.150000000000000000e+01,2.100000000000000000e+01
3.019999999999999929e+01,2.469999999999999929e+01
2.180000000000000071e+01,3.080000000000000071e+01
1.580000000000000071e+01,3.489999999999999858e+01
2.899999999999999911e+00,2.660000000000000142e+01
6.599999999999999645e+00,2.530000000000000071e+01
6.500000000000000000e+00,2.469999999999999929e+01
4.000000000000000000e+01,2.119999999999999929e+01
3.379999999999999716e+01,1.930000000000000071e+01
3.329999999999999716e+01,2.000000000000000000e+01
8.550000000000000000e+01,1.660000000000000142e+01
9.529999999999999716e+01,1.440000000000000036e+01
6.200000000000000000e+01,1.939999999999999858e+01
4.570000000000000284e+01,1.969999999999999929e+01
6.300000000000000000e+01,2.050000000000000000e+01
2.110000000000000142e+01,2.500000000000000000e+01
2.139999999999999858e+01,2.339999999999999858e+01
4.760000000000000142e+01,1.889999999999999858e+01
2.189999999999999858e+01,3.539999999999999858e+01
3.570000000000000284e+01,2.469999999999999929e+01
4.050000000000000000e+01,3.160000000000000142e+01
2.919999999999999929e+01,2.330000000000000071e+01
4.720000000000000284e+01,1.960000000000000142e+01
6.620000000000000284e+01,1.869999999999999929e+01
9.340000000000000568e+01,1.600000000000000000e+01
6.779999999999999716e+01,2.219999999999999929e+01
4.339999999999999858e+01,2.500000000000000000e+01
5.950000000000000000e+01,3.300000000000000000e+01
1.780000000000000071e+01,2.350000000000000000e+01
3.110000000000000142e+01,1.939999999999999858e+01
2.139999999999999858e+01,2.200000000000000000e+01
